filepath,width,height,bboxes,class,x1,x2,y1,y2
data/train/,1024,1024,,debris,26,543,143,643
data/train/,1024,1024,,debris,340,262,438,355
data/train/,1024,1024,,debris,240,600,385,781
data/train/,1024,1024,,debris,221,49,323,147
data/train/,1024,1024,,debris,656,185,716,244
data/train/,1024,1024,,debris,210,560,365,692
data/train/,1024,1024,,debris,528,256,602,341
data/train/,1024,1024,,debris,186,284,265,387
data/train/,1024,1024,,debris,408,439,486,502
data/train/,1024,1024,,debris,207,555,289,637
data/train/,1024,1024,,debris,807,192,880,272
data/train/,1024,1024,,debris,333,268,404,352
data/train/,1024,1024,,debris,731,164,836,268
data/train/,1024,1024,,debris,878,196,957,275
data/train/,1024,1024,,debris,608,539,697,618
data/train/,1024,1024,,debris,710,641,817,752
data/train/,1024,1024,,debris,185,787,265,849
data/train/,1024,1024,,debris,249,557,406,742
data/train/,1024,1024,,debris,522,569,685,710
data/train/,1024,1024,,debris,219,880,309,958
data/train/,1024,1024,,debris,222,363,401,495
data/train/,1024,1024,,debris,501,190,577,281
data/train/,1024,1024,,debris,494,528,572,599
data/train/,1024,1024,,debris,238,150,404,357
data/train/,1024,1024,,debris,345,312,480,453
data/train/,1024,1024,,debris,786,210,863,270
data/train/,1024,1024,,debris,650,458,721,530
data/train/,1024,1024,,debris,648,573,739,686
data/train/,1024,1024,,debris,339,528,506,668
data/train/,1024,1024,,debris,660,295,722,376
data/train/,1024,1024,,debris,415,126,505,227
data/train/,1024,1024,,debris,589,590,680,662
data/train/,1024,1024,,debris,224,540,311,627
data/train/,1024,1024,,debris,277,881,360,980
data/train/,1024,1024,,debris,460,394,555,501
data/train/,1024,1024,,debris,872,319,937,387
data/train/,1024,1024,,debris,462,348,576,456
data/train/,1024,1024,,debris,694,234,773,305
data/train/,1024,1024,,debris,335,251,400,317
data/train/,1024,1024,,debris,724,449,804,520
data/train/,1024,1024,,debris,554,585,721,720
data/train/,1024,1024,,debris,517,423,600,532
data/train/,1024,1024,,debris,506,360,683,510
data/train/,1024,1024,,debris,163,621,335,849
data/train/,1024,1024,,debris,387,216,469,312
data/train/,1024,1024,,debris,307,328,367,399
data/train/,1024,1024,,debris,253,703,324,778
data/train/,1024,1024,,debris,370,733,456,835
data/train/,1024,1024,,debris,397,313,472,409
data/train/,1024,1024,,debris,552,626,633,742
data/train/,1024,1024,,debris,215,300,278,361
data/train/,1024,1024,,debris,283,535,373,606
data/train/,1024,1024,,debris,697,657,787,731
data/train/,1024,1024,,debris,710,667,844,848
data/train/,1024,1024,,debris,654,685,738,759
data/train/,1024,1024,,debris,324,287,534,444
data/train/,1024,1024,,debris,616,609,780,815
data/train/,1024,1024,,debris,294,396,395,484
data/train/,1024,1024,,debris,199,481,283,559
data/train/,1024,1024,,debris,456,613,618,769
data/train/,1024,1024,,debris,796,412,866,484
data/train/,1024,1024,,debris,262,564,423,727
data/train/,1024,1024,,debris,592,369,665,442
data/train/,1024,1024,,debris,697,254,774,315
data/train/,1024,1024,,debris,505,383,574,470
data/train/,1024,1024,,debris,399,316,552,466
data/train/,1024,1024,,debris,122,468,276,653
data/train/,1024,1024,,debris,213,746,286,820
data/train/,1024,1024,,debris,318,819,381,899
data/train/,1024,1024,,debris,450,381,570,543
data/train/,1024,1024,,debris,178,386,238,464
data/train/,1024,1024,,debris,827,551,915,620
data/train/,1024,1024,,debris,231,477,306,573
data/train/,1024,1024,,debris,214,705,295,785
data/train/,1024,1024,,debris,175,368,346,501
data/train/,1024,1024,,debris,324,283,459,438
data/train/,1024,1024,,debris,529,561,704,721
data/train/,1024,1024,,debris,315,640,375,717
data/train/,1024,1024,,debris,206,555,295,643
data/train/,1024,1024,,debris,436,400,541,487
data/train/,1024,1024,,debris,402,280,495,368
data/train/,1024,1024,,debris,654,322,716,384
data/train/,1024,1024,,debris,763,264,843,349
data/train/,1024,1024,,debris,327,338,500,490
data/train/,1024,1024,,debris,851,684,948,766
data/train/,1024,1024,,debris,539,377,610,473
data/train/,1024,1024,,debris,507,304,666,483
data/train/,1024,1024,,debris,335,890,430,966
data/train/,1024,1024,,debris,371,336,448,421
data/train/,1024,1024,,debris,317,722,528,940
data/train/,1024,1024,,debris,827,200,901,279
data/train/,1024,1024,,debris,530,246,693,393
data/train/,1024,1024,,debris,278,233,349,300
data/train/,1024,1024,,debris,200,340,261,418
data/train/,1024,1024,,debris,550,322,609,397
data/train/,1024,1024,,debris,597,622,674,683
data/train/,1024,1024,,debris,325,548,397,613
data/train/,1024,1024,,debris,719,506,786,578
data/train/,1024,1024,,debris,470,705,554,791
data/train/,1024,1024,,debris,499,479,558,539
data/train/,1024,1024,,debris,114,288,204,354
data/train/,1024,1024,,debris,227,880,313,968
data/train/,1024,1024,,debris,335,518,420,589
data/train/,1024,1024,,debris,678,306,754,377
data/train/,1024,1024,,debris,633,664,715,726
data/train/,1024,1024,,debris,506,304,583,384
data/train/,1024,1024,,debris,475,554,543,627
data/train/,1024,1024,,debris,703,233,803,324
data/train/,1024,1024,,debris,155,444,239,514
data/train/,1024,1024,,debris,267,412,466,578
data/train/,1024,1024,,debris,668,380,761,459
data/train/,1024,1024,,debris,346,350,453,438
data/train/,1024,1024,,debris,469,619,571,722
data/train/,1024,1024,,debris,248,147,333,207
data/train/,1024,1024,,debris,336,652,470,789
data/train/,1024,1024,,debris,194,541,269,618
data/train/,1024,1024,,debris,507,578,570,656
data/train/,1024,1024,,debris,376,514,528,645
data/train/,1024,1024,,debris,874,343,978,417
data/train/,1024,1024,,debris,617,718,683,794
data/train/,1024,1024,,debris,240,534,431,691
data/train/,1024,1024,,debris,921,138,1001,220
data/train/,1024,1024,,debris,168,902,261,973
data/train/,1024,1024,,debris,539,814,614,872
data/train/,1024,1024,,debris,416,575,528,730
data/train/,1024,1024,,debris,260,745,420,916
data/train/,1024,1024,,debris,933,108,1024,218
data/train/,1024,1024,,debris,537,244,643,349
data/train/,1024,1024,,debris,152,434,365,583
data/train/,1024,1024,,debris,845,215,938,295
data/train/,1024,1024,,debris,622,307,701,415
data/train/,1024,1024,,debris,417,253,558,400
data/train/,1024,1024,,debris,503,484,568,569
data/train/,1024,1024,,debris,524,399,594,466
data/train/,1024,1024,,debris,394,776,487,854
data/train/,1024,1024,,debris,491,464,574,532
data/train/,1024,1024,,debris,589,549,662,621
data/train/,1024,1024,,debris,113,844,197,927
data/train/,1024,1024,,debris,339,590,401,677
data/train/,1024,1024,,debris,326,692,388,752
data/train/,1024,1024,,debris,453,409,598,528
data/train/,1024,1024,,debris,153,243,323,393
data/train/,1024,1024,,debris,605,599,696,666
data/train/,1024,1024,,debris,419,419,595,594
data/train/,1024,1024,,debris,352,268,427,343
data/train/,1024,1024,,debris,323,478,423,554
data/train/,1024,1024,,debris,283,520,379,604
data/train/,1024,1024,,debris,536,327,687,538
data/train/,1024,1024,,debris,731,539,808,628
data/train/,1024,1024,,debris,647,300,825,437
data/train/,1024,1024,,debris,265,730,356,811
data/train/,1024,1024,,debris,628,178,707,245
data/train/,1024,1024,,debris,313,515,415,597
data/train/,1024,1024,,debris,653,323,775,488
data/train/,1024,1024,,debris,233,230,313,298
data/train/,1024,1024,,debris,806,589,1008,802
data/train/,1024,1024,,debris,348,204,436,273
data/train/,1024,1024,,debris,192,677,291,766
data/train/,1024,1024,,debris,523,276,587,339
data/train/,1024,1024,,debris,402,633,488,710
data/train/,1024,1024,,debris,657,371,723,446
data/train/,1024,1024,,debris,492,728,598,804
data/train/,1024,1024,,debris,282,539,340,613
data/train/,1024,1024,,debris,589,306,649,385
data/train/,1024,1024,,debris,796,678,873,765
data/train/,1024,1024,,debris,0,357,75,454
data/train/,1024,1024,,debris,440,302,515,361
data/train/,1024,1024,,debris,731,355,819,455
data/train/,1024,1024,,debris,637,453,724,525
data/train/,1024,1024,,debris,407,524,500,594
data/train/,1024,1024,,debris,783,277,959,512
data/train/,1024,1024,,debris,175,554,276,651
data/train/,1024,1024,,debris,584,253,674,353
data/train/,1024,1024,,debris,431,444,530,523
data/train/,1024,1024,,debris,204,290,428,461
data/train/,1024,1024,,debris,473,727,552,818
data/train/,1024,1024,,debris,270,818,344,894
data/train/,1024,1024,,debris,725,958,836,1024
data/train/,1024,1024,,debris,79,273,166,343
data/train/,1024,1024,,debris,733,110,831,197
data/train/,1024,1024,,debris,515,291,605,377
data/train/,1024,1024,,debris,698,310,826,492
data/train/,1024,1024,,debris,510,482,590,584
data/train/,1024,1024,,debris,502,329,640,515
data/train/,1024,1024,,debris,495,284,609,367
data/train/,1024,1024,,debris,705,693,790,790
data/train/,1024,1024,,debris,499,74,598,170
data/train/,1024,1024,,debris,351,640,426,736
data/train/,1024,1024,,debris,721,335,863,488
data/train/,1024,1024,,debris,421,692,490,761
data/train/,1024,1024,,debris,119,303,196,366
data/train/,1024,1024,,debris,455,308,622,426
data/train/,1024,1024,,debris,594,598,691,674
data/train/,1024,1024,,debris,715,800,776,874
data/train/,1024,1024,,debris,327,639,414,717
data/train/,1024,1024,,debris,278,664,367,735
data/train/,1024,1024,,debris,588,334,656,421
data/train/,1024,1024,,debris,727,313,786,374
data/train/,1024,1024,,debris,256,262,418,393
data/train/,1024,1024,,debris,314,569,494,708
data/train/,1024,1024,,debris,689,408,776,490
data/train/,1024,1024,,debris,171,162,260,244
data/train/,1024,1024,,debris,520,227,608,311
data/train/,1024,1024,,debris,641,360,775,508
data/train/,1024,1024,,debris,122,768,192,859
data/train/,1024,1024,,debris,180,175,246,261
data/train/,1024,1024,,debris,165,578,254,658
data/train/,1024,1024,,debris,580,206,748,394
data/train/,1024,1024,,debris,270,204,427,384
data/train/,1024,1024,,debris,569,703,643,776
data/train/,1024,1024,,debris,14,369,118,452
data/train/,1024,1024,,debris,259,244,336,349
data/train/,1024,1024,,debris,565,267,632,337
data/train/,1024,1024,,debris,420,153,503,253
data/train/,1024,1024,,debris,198,165,276,227
data/train/,1024,1024,,debris,596,306,666,384
data/train/,1024,1024,,debris,531,309,730,493
data/train/,1024,1024,,debris,684,245,775,320
data/train/,1024,1024,,debris,548,549,628,638
data/train/,1024,1024,,debris,164,467,336,685
data/train/,1024,1024,,debris,741,302,817,371
data/train/,1024,1024,,debris,785,655,851,714
data/train/,1024,1024,,debris,0,272,103,356
data/train/,1024,1024,,debris,528,513,614,606
data/train/,1024,1024,,debris,784,690,879,765
data/train/,1024,1024,,debris,308,606,388,670
data/train/,1024,1024,,debris,419,517,587,746
data/train/,1024,1024,,debris,598,362,740,545
data/train/,1024,1024,,debris,646,615,783,737
data/train/,1024,1024,,debris,203,395,275,467
data/train/,1024,1024,,debris,584,271,668,349
data/train/,1024,1024,,debris,789,801,863,891
data/train/,1024,1024,,debris,63,129,151,237
data/train/,1024,1024,,debris,666,288,731,364
data/train/,1024,1024,,debris,492,284,579,376
data/train/,1024,1024,,debris,729,277,845,364
data/train/,1024,1024,,debris,524,825,604,889
data/train/,1024,1024,,debris,764,739,845,845
data/train/,1024,1024,,debris,468,698,540,794
data/train/,1024,1024,,debris,486,673,558,759
data/train/,1024,1024,,debris,124,454,212,532
data/train/,1024,1024,,debris,588,544,673,630
data/train/,1024,1024,,debris,312,565,393,672
data/train/,1024,1024,,debris,364,339,441,402
data/train/,1024,1024,,debris,596,453,660,533
data/train/,1024,1024,,debris,245,204,339,276
data/train/,1024,1024,,debris,368,587,523,793
data/train/,1024,1024,,debris,479,371,538,439
data/train/,1024,1024,,debris,514,570,588,631
data/train/,1024,1024,,debris,334,497,397,579
data/train/,1024,1024,,debris,376,441,527,591
data/train/,1024,1024,,debris,496,256,660,374
data/train/,1024,1024,,debris,690,341,759,425
data/train/,1024,1024,,debris,304,556,366,632
data/train/,1024,1024,,debris,904,38,1009,124
data/train/,1024,1024,,debris,301,663,374,722
data/train/,1024,1024,,debris,396,386,551,555
data/train/,1024,1024,,debris,443,348,627,510
data/train/,1024,1024,,debris,545,619,625,701
data/train/,1024,1024,,debris,418,381,498,440
data/train/,1024,1024,,debris,163,768,230,832
data/train/,1024,1024,,debris,140,398,229,498
data/train/,1024,1024,,debris,586,465,749,587
data/train/,1024,1024,,debris,598,613,677,721
data/train/,1024,1024,,debris,818,528,909,619
data/train/,1024,1024,,debris,399,668,480,725
data/train/,1024,1024,,debris,853,510,926,616
data/train/,1024,1024,,debris,488,470,646,663
data/train/,1024,1024,,debris,486,366,573,459
data/train/,1024,1024,,debris,128,838,214,918
data/train/,1024,1024,,debris,532,288,753,472
data/train/,1024,1024,,debris,302,420,467,544
data/train/,1024,1024,,debris,586,715,669,777
data/train/,1024,1024,,debris,648,984,729,1024
data/train/,1024,1024,,debris,225,476,299,562
data/train/,1024,1024,,debris,496,231,569,308
data/train/,1024,1024,,debris,614,508,689,584
data/train/,1024,1024,,debris,605,455,672,546
data/train/,1024,1024,,debris,724,474,794,564
data/train/,1024,1024,,debris,272,376,419,565
data/train/,1024,1024,,debris,732,787,792,849
data/train/,1024,1024,,debris,904,537,988,620
data/train/,1024,1024,,debris,696,732,765,820
data/train/,1024,1024,,debris,437,418,584,546
data/train/,1024,1024,,debris,487,441,578,535
data/train/,1024,1024,,debris,218,427,442,616
data/train/,1024,1024,,debris,271,581,430,800
data/train/,1024,1024,,debris,673,548,788,638
data/train/,1024,1024,,debris,719,209,811,280
data/train/,1024,1024,,debris,485,763,567,837
data/train/,1024,1024,,debris,770,415,847,477
data/train/,1024,1024,,debris,739,431,811,503
data/train/,1024,1024,,debris,398,510,480,571
data/train/,1024,1024,,debris,492,322,568,403
data/train/,1024,1024,,debris,422,496,581,683
data/train/,1024,1024,,debris,89,615,184,695
data/train/,1024,1024,,debris,706,228,867,420
data/train/,1024,1024,,debris,716,676,802,774
data/train/,1024,1024,,debris,906,526,995,645
data/train/,1024,1024,,debris,315,695,406,793
data/train/,1024,1024,,debris,588,166,691,280
data/train/,1024,1024,,debris,390,279,559,437
data/train/,1024,1024,,debris,371,676,445,753
data/train/,1024,1024,,debris,838,868,904,930
data/train/,1024,1024,,debris,318,347,476,527
data/train/,1024,1024,,debris,121,273,203,360
data/train/,1024,1024,,debris,530,388,595,450
data/train/,1024,1024,,debris,699,340,842,502
data/train/,1024,1024,,debris,424,661,499,748
data/train/,1024,1024,,debris,645,245,796,388
data/train/,1024,1024,,debris,224,556,393,691
data/train/,1024,1024,,debris,578,653,655,714
data/train/,1024,1024,,debris,380,351,546,550
data/train/,1024,1024,,debris,674,376,733,455
data/train/,1024,1024,,debris,541,365,607,450
data/train/,1024,1024,,debris,614,459,708,548
data/train/,1024,1024,,debris,529,577,661,696
data/train/,1024,1024,,debris,597,302,672,388
data/train/,1024,1024,,debris,253,489,423,623
data/train/,1024,1024,,debris,830,167,915,266
data/train/,1024,1024,,debris,685,618,748,680
data/train/,1024,1024,,debris,735,692,801,778
data/train/,1024,1024,,debris,91,747,177,825
data/train/,1024,1024,,debris,460,300,564,383
data/train/,1024,1024,,debris,205,235,398,416
data/train/,1024,1024,,debris,605,770,674,843
data/train/,1024,1024,,debris,387,310,455,391
data/train/,1024,1024,,debris,643,386,811,537
data/train/,1024,1024,,debris,591,664,662,744
data/train/,1024,1024,,debris,596,727,688,799
data/train/,1024,1024,,debris,847,708,940,808
data/train/,1024,1024,,debris,317,681,378,767
data/train/,1024,1024,,debris,542,612,631,696
data/train/,1024,1024,,debris,626,808,732,907
data/train/,1024,1024,,debris,408,777,484,865
data/train/,1024,1024,,debris,891,451,976,532
data/train/,1024,1024,,debris,627,223,724,297
data/train/,1024,1024,,debris,591,406,676,509
data/train/,1024,1024,,debris,633,790,716,865
data/train/,1024,1024,,debris,558,429,669,507
data/train/,1024,1024,,debris,66,167,151,255
data/train/,1024,1024,,debris,343,293,414,353
data/train/,1024,1024,,debris,549,391,676,525
data/train/,1024,1024,,debris,601,406,791,580
data/train/,1024,1024,,debris,334,114,521,270
data/train/,1024,1024,,debris,702,608,786,674
data/train/,1024,1024,,debris,403,489,469,551
data/train/,1024,1024,,debris,641,363,784,543
data/train/,1024,1024,,debris,706,110,809,203
data/train/,1024,1024,,debris,375,402,444,471
data/train/,1024,1024,,debris,349,382,411,442
data/train/,1024,1024,,debris,851,613,946,692
data/train/,1024,1024,,debris,407,495,575,621
data/train/,1024,1024,,debris,452,689,541,776
data/train/,1024,1024,,debris,389,240,570,424
data/train/,1024,1024,,debris,297,308,405,400
data/train/,1024,1024,,debris,561,624,620,699
data/train/,1024,1024,,debris,239,114,406,321
data/train/,1024,1024,,debris,315,192,406,270
data/train/,1024,1024,,debris,264,249,347,341
data/train/,1024,1024,,debris,834,250,914,334
data/train/,1024,1024,,debris,550,345,625,418
data/train/,1024,1024,,debris,836,333,913,434
data/train/,1024,1024,,debris,357,713,426,797
data/train/,1024,1024,,debris,280,849,375,945
data/train/,1024,1024,,debris,531,278,720,448
data/train/,1024,1024,,debris,498,353,579,421
data/train/,1024,1024,,debris,602,492,712,573
data/train/,1024,1024,,debris,423,613,530,696
data/train/,1024,1024,,debris,425,416,510,509
data/train/,1024,1024,,debris,56,678,137,775
data/train/,1024,1024,,debris,225,424,306,495
data/train/,1024,1024,,debris,718,709,775,768
data/train/,1024,1024,,debris,403,573,555,687
data/train/,1024,1024,,debris,563,317,639,378
data/train/,1024,1024,,debris,373,662,454,719
data/train/,1024,1024,,debris,460,616,578,734
data/train/,1024,1024,,debris,591,669,650,727
data/train/,1024,1024,,debris,507,234,585,300
data/train/,1024,1024,,debris,414,196,509,295
data/train/,1024,1024,,debris,308,199,387,266
data/train/,1024,1024,,debris,545,268,768,477
data/train/,1024,1024,,debris,89,643,173,732
data/train/,1024,1024,,debris,284,442,358,503
data/train/,1024,1024,,debris,427,414,512,509
data/train/,1024,1024,,debris,534,224,607,314
data/train/,1024,1024,,debris,594,360,671,440
data/train/,1024,1024,,debris,598,522,681,625
data/train/,1024,1024,,debris,242,313,362,474
data/train/,1024,1024,,debris,344,364,500,501
data/train/,1024,1024,,debris,480,659,646,842
data/train/,1024,1024,,debris,218,761,295,845
data/train/,1024,1024,,debris,150,620,238,691
data/train/,1024,1024,,debris,642,600,764,762
data/train/,1024,1024,,debris,921,581,1000,680
data/train/,1024,1024,,debris,491,327,578,401
data/train/,1024,1024,,debris,448,300,613,419
data/train/,1024,1024,,debris,0,599,73,705
data/train/,1024,1024,,debris,636,517,809,649
data/train/,1024,1024,,debris,196,541,346,666
data/train/,1024,1024,,debris,759,550,905,711
data/train/,1024,1024,,debris,799,828,882,923
data/train/,1024,1024,,debris,594,516,670,597
data/train/,1024,1024,,debris,529,668,609,776
data/train/,1024,1024,,debris,564,609,639,669
data/train/,1024,1024,,debris,396,556,488,662
data/train/,1024,1024,,debris,788,295,854,362
data/train/,1024,1024,,debris,696,239,775,321
data/train/,1024,1024,,debris,496,693,580,760
data/train/,1024,1024,,debris,786,676,882,752
data/train/,1024,1024,,debris,539,737,616,799
data/train/,1024,1024,,debris,517,609,582,698
data/train/,1024,1024,,debris,577,740,644,821
data/train/,1024,1024,,debris,471,293,542,351
data/train/,1024,1024,,debris,90,180,161,273
data/train/,1024,1024,,debris,290,613,353,694
data/train/,1024,1024,,debris,53,260,138,345
data/train/,1024,1024,,debris,0,173,79,278
data/train/,1024,1024,,debris,780,122,873,219
data/train/,1024,1024,,debris,184,688,248,751
data/train/,1024,1024,,debris,898,746,992,826
data/train/,1024,1024,,debris,683,597,762,670
data/train/,1024,1024,,debris,148,347,267,438
data/train/,1024,1024,,debris,609,308,704,391
data/train/,1024,1024,,debris,667,542,868,729
data/train/,1024,1024,,debris,493,428,646,595
data/train/,1024,1024,,debris,445,804,519,870
data/train/,1024,1024,,debris,396,447,578,608
data/train/,1024,1024,,debris,305,496,375,559
data/train/,1024,1024,,debris,597,503,655,578
data/train/,1024,1024,,debris,465,587,533,667
data/train/,1024,1024,,debris,509,586,658,779
data/train/,1024,1024,,debris,63,756,152,851
data/train/,1024,1024,,debris,279,290,427,416
data/train/,1024,1024,,debris,211,342,388,506
data/train/,1024,1024,,debris,441,850,534,930
data/train/,1024,1024,,debris,770,768,853,842
data/train/,1024,1024,,debris,274,70,368,169
data/train/,1024,1024,,debris,474,410,568,483
data/train/,1024,1024,,debris,482,515,569,587
data/train/,1024,1024,,debris,96,308,194,419
data/train/,1024,1024,,debris,628,627,688,687
data/train/,1024,1024,,debris,805,559,873,628
data/train/,1024,1024,,debris,163,379,263,459
data/train/,1024,1024,,debris,702,622,791,718
data/train/,1024,1024,,debris,693,175,899,364
data/train/,1024,1024,,debris,446,458,560,557
data/train/,1024,1024,,debris,142,352,283,528
data/train/,1024,1024,,debris,697,278,771,372
data/train/,1024,1024,,debris,242,559,325,639
data/train/,1024,1024,,debris,285,313,476,460
data/train/,1024,1024,,debris,149,311,314,507
data/train/,1024,1024,,debris,406,511,496,587
data/train/,1024,1024,,debris,500,667,659,790
data/train/,1024,1024,,debris,638,364,703,437
data/train/,1024,1024,,debris,353,35,446,122
data/train/,1024,1024,,debris,207,403,294,503
data/train/,1024,1024,,debris,379,618,463,689
data/train/,1024,1024,,debris,457,608,619,738
data/train/,1024,1024,,debris,440,330,541,436
data/train/,1024,1024,,debris,311,559,373,622
data/train/,1024,1024,,debris,564,387,650,476
data/train/,1024,1024,,debris,686,426,754,515
data/train/,1024,1024,,debris,680,629,742,704
data/train/,1024,1024,,debris,354,10,459,111
data/train/,1024,1024,,debris,536,649,618,755
data/train/,1024,1024,,debris,241,437,307,528
data/train/,1024,1024,,debris,511,619,589,724
data/train/,1024,1024,,debris,425,498,590,663
data/train/,1024,1024,,debris,458,585,639,790
data/train/,1024,1024,,debris,373,648,463,715
data/train/,1024,1024,,debris,300,489,462,638
data/train/,1024,1024,,debris,417,364,565,544
data/train/,1024,1024,,debris,0,161,102,271
data/train/,1024,1024,,debris,637,364,776,517
data/train/,1024,1024,,debris,829,829,923,910
data/train/,1024,1024,,debris,655,274,719,360
data/train/,1024,1024,,debris,474,409,553,473
data/train/,1024,1024,,debris,516,408,575,474
data/train/,1024,1024,,debris,126,173,231,248
data/train/,1024,1024,,debris,638,657,735,730
data/train/,1024,1024,,debris,665,804,758,916
data/train/,1024,1024,,debris,911,853,992,949
data/train/,1024,1024,,debris,767,317,853,392
data/train/,1024,1024,,debris,580,325,666,392
data/train/,1024,1024,,debris,150,488,215,574
data/train/,1024,1024,,debris,375,441,542,579
data/train/,1024,1024,,debris,481,238,559,316
data/train/,1024,1024,,debris,561,552,759,714
data/train/,1024,1024,,debris,411,620,482,691
data/train/,1024,1024,,debris,222,399,287,489
data/train/,1024,1024,,debris,581,807,643,882
data/train/,1024,1024,,debris,350,182,421,253
data/train/,1024,1024,,debris,468,280,635,410
data/train/,1024,1024,,debris,631,220,820,386
data/train/,1024,1024,,debris,298,277,379,355
data/train/,1024,1024,,debris,609,546,677,624
data/train/,1024,1024,,debris,298,693,394,778
data/train/,1024,1024,,debris,288,599,367,695
data/train/,1024,1024,,debris,472,519,653,659
data/train/,1024,1024,,debris,695,733,766,806
data/train/,1024,1024,,debris,476,666,607,805
data/train/,1024,1024,,debris,263,105,358,191
data/train/,1024,1024,,debris,260,710,338,814
data/train/,1024,1024,,debris,437,461,516,538
data/train/,1024,1024,,debris,192,600,265,684
data/train/,1024,1024,,debris,557,622,649,695
data/train/,1024,1024,,debris,152,641,211,711
data/train/,1024,1024,,debris,339,412,408,502
data/train/,1024,1024,,debris,631,502,758,682
data/train/,1024,1024,,debris,339,356,439,465
data/train/,1024,1024,,debris,739,48,940,274
data/train/,1024,1024,,debris,668,398,743,458
data/train/,1024,1024,,debris,252,794,326,860
data/train/,1024,1024,,debris,228,310,303,416
data/train/,1024,1024,,debris,176,430,265,540
data/train/,1024,1024,,debris,628,595,805,743
data/train/,1024,1024,,debris,194,401,366,601
data/train/,1024,1024,,debris,498,436,614,550
data/train/,1024,1024,,debris,267,299,333,380
data/train/,1024,1024,,debris,755,84,864,164
data/train/,1024,1024,,debris,578,428,749,653
data/train/,1024,1024,,debris,544,380,619,465
data/train/,1024,1024,,debris,517,611,598,715
data/train/,1024,1024,,debris,308,634,379,698
data/train/,1024,1024,,debris,483,73,568,181
data/train/,1024,1024,,debris,403,331,599,534
data/train/,1024,1024,,debris,512,604,581,690
data/train/,1024,1024,,debris,293,674,392,747
data/train/,1024,1024,,debris,621,409,711,506
data/train/,1024,1024,,debris,130,397,225,511
data/train/,1024,1024,,debris,415,486,490,546
data/train/,1024,1024,,debris,445,572,513,636
data/train/,1024,1024,,debris,710,180,783,274
data/train/,1024,1024,,debris,685,130,786,213
data/train/,1024,1024,,debris,187,626,368,797
data/train/,1024,1024,,debris,767,710,832,786
data/train/,1024,1024,,debris,124,833,187,895
data/train/,1024,1024,,debris,64,176,147,255
data/train/,1024,1024,,debris,296,168,390,238
data/train/,1024,1024,,debris,405,671,468,751
data/train/,1024,1024,,debris,319,565,380,622
data/train/,1024,1024,,debris,516,769,586,841
data/train/,1024,1024,,debris,432,424,586,592
data/train/,1024,1024,,debris,147,339,288,526
data/train/,1024,1024,,debris,282,250,365,353
data/train/,1024,1024,,debris,317,732,382,812
data/train/,1024,1024,,debris,626,472,684,532
data/train/,1024,1024,,debris,711,260,802,351
data/train/,1024,1024,,debris,767,438,851,506
data/train/,1024,1024,,debris,547,405,708,546
data/train/,1024,1024,,debris,364,462,531,630
data/train/,1024,1024,,debris,156,409,228,484
data/train/,1024,1024,,debris,806,688,899,789
data/train/,1024,1024,,debris,53,178,142,258
data/train/,1024,1024,,debris,857,444,942,514
data/train/,1024,1024,,debris,541,364,728,535
data/train/,1024,1024,,debris,604,471,742,603
data/train/,1024,1024,,debris,789,621,890,709
data/train/,1024,1024,,debris,666,454,753,554
data/train/,1024,1024,,debris,751,444,834,523
data/train/,1024,1024,,debris,278,223,370,299
data/train/,1024,1024,,debris,458,113,536,193
data/train/,1024,1024,,debris,711,292,805,378
data/train/,1024,1024,,debris,282,243,359,318
data/train/,1024,1024,,debris,700,213,766,278
data/train/,1024,1024,,debris,580,278,649,370
data/train/,1024,1024,,debris,684,809,765,901
data/train/,1024,1024,,debris,289,392,434,577
data/train/,1024,1024,,debris,82,309,155,398
data/train/,1024,1024,,debris,207,425,331,566
data/train/,1024,1024,,debris,366,703,555,875
data/train/,1024,1024,,debris,496,609,640,792
data/train/,1024,1024,,debris,443,701,592,849
data/train/,1024,1024,,debris,10,81,116,166
data/train/,1024,1024,,debris,725,226,815,298
data/train/,1024,1024,,debris,166,772,250,843
data/train/,1024,1024,,debris,679,191,884,360
data/train/,1024,1024,,debris,772,611,835,672
data/train/,1024,1024,,debris,578,529,662,608
data/train/,1024,1024,,debris,612,315,688,400
data/train/,1024,1024,,debris,605,522,686,622
data/train/,1024,1024,,debris,454,203,659,385
data/train/,1024,1024,,debris,536,508,683,631
data/train/,1024,1024,,debris,595,551,729,728
data/train/,1024,1024,,debris,237,554,316,630
data/train/,1024,1024,,debris,307,656,379,719
data/train/,1024,1024,,debris,600,367,681,427
data/train/,1024,1024,,debris,246,96,332,177
data/train/,1024,1024,,debris,677,243,770,340
data/train/,1024,1024,,debris,318,470,388,536
data/train/,1024,1024,,debris,120,140,223,216
data/train/,1024,1024,,debris,18,499,126,581
data/train/,1024,1024,,debris,809,560,912,645
data/train/,1024,1024,,debris,364,500,564,682
data/train/,1024,1024,,debris,190,475,274,553
data/train/,1024,1024,,debris,868,872,958,962
data/train/,1024,1024,,debris,546,619,638,691
data/train/,1024,1024,,debris,877,345,953,440
data/train/,1024,1024,,debris,356,330,451,416
data/train/,1024,1024,,debris,818,353,883,429
data/train/,1024,1024,,debris,353,215,457,299
data/train/,1024,1024,,debris,139,160,219,242
data/train/,1024,1024,,debris,156,738,233,801
data/train/,1024,1024,,debris,381,309,467,394
data/train/,1024,1024,,debris,564,389,654,465
data/train/,1024,1024,,debris,533,171,731,327
